"CITY","STABBR","ACCREDAGENCY","SCH_DEG","HCM2","PREDDEG","HIGHDEG","CONTROL","REGION","LOCALE","LATITUDE","LONGITUDE","CCBASIC","CCUGPROF","CCSIZSET","HBCU","PBI","ANNHI","TRIBAL","AANAPII","HSI","NANTI","MENONLY","WOMENONLY","RELAFFIL","ADM_RATE","SATVR25","SATVR75","SATMT25","SATMT75","SATWR25","SATWR75","SATVRMID","SATMTMID","SATWRMID","ACTCM25","ACTCM75","ACTEN25","ACTEN75","ACTMT25","ACTMT75","ACTWR25","ACTWR75","ACTCMMID","ACTENMID","ACTMTMID","ACTWRMID","SAT_AVG"
"Schaumburg","IL",NA,"3",0,3,4,3,3,"13",5425,5103,"26","5","6","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hopkinsville","KY","Accrediting Bureau of Health Education Schools",NA,0,2,2,3,5,"32",2716,4905,"10","3","1","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sallisaw","OK","Oklahoma State Board of Career and Technology Education","1",0,1,1,1,6,"32",2281,6000,"-2","-2","-2","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Stilwell","OK","Oklahoma State Board of Career and Technology Education","1",0,1,1,1,6,"32",2398,5966,"-2","-2","-2","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Glendale","AZ","Higher Learning Commission","3",0,4,4,2,6,"21",1458,431,"25","0","18","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Newport","OR","Northwest Commission on Colleges and Universities","2",0,2,2,1,8,"41",6252,1396,"4","2","1","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brockton","MA",NA,"1",0,1,1,3,1,"21",5463,1646,"-2","-2","-2",NA,NA,NA,NA,NA,"NU",NA,"0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pittsfield","MA","Accrediting Bureau of Health Education Schools","2",0,1,1,3,1,"13",5684,1952,"-2","-2","-2","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Daytona Beach","FL","Southern Association of Colleges and Schools Commission on Colleges","3",0,3,4,2,5,"13",504,3594,"28","5","12","0","0","0","0","0","0","0","0","0",NA,654,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Alexandria","VA","Council on Occupational Education","1",0,1,1,2,5,"21",3328,2868,"-2","-2","-2","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lawton","OK","Accrediting Commission of Career Schools and Colleges","1",0,1,2,3,6,"13",1981,6549,"10","4","1","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brookfield","WI","Higher Learning Commission","3",0,3,4,2,3,"21",5952,5132,"22","5","6","0","0","0","0","0","0","0","0","0","52",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tampa","FL",NA,"3",0,3,4,3,5,"11",406,3974,"20","5","6","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Schaumburg","IL",NA,"3",0,3,3,3,3,"13",5427,5105,"30","7","6","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Windsor","CT",NA,"1",0,1,1,3,1,"21",5327,1879,"-2","-2","-2",NA,NA,NA,NA,NA,"NU",NA,"0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Apopka","FL",NA,"1",0,2,2,3,5,"21",480,3702,"13","4","1","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Chandler","AZ",NA,"1",0,2,2,3,6,"21",1306,318,"13","3","1","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Suitland","MD","Middle States Commission on Higher Education","3",0,3,4,3,2,"21",3335,2806,"29","5","9","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bordentown","NJ","National Accrediting Commission of Career Arts and Sciences","1",0,1,1,3,2,"21",4110,2395,"-2","-2","-2","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Monroeville","PA","National Accrediting Commission of Career Arts and Sciences","1",0,1,1,3,2,"21",4227,3183,"-2","-2","-2","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"San Antonio","TX","Council on Occupational Education","1",0,1,1,3,6,"11",517,6563,"-2","-2","-2","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sacramento","CA",NA,"1",0,1,1,2,8,"11",3214,1086,"-2","-2","-2","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"West  Atlantic City","NJ","Accrediting Council for Continuing Education & Training","1",0,1,1,3,2,"22",3616,2376,"-2","-2","-2","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Kansas","OK","Oklahoma State Board of Career and Technology Education","1",0,1,1,1,6,"42",2584,5997,"-2","-2","-2","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tukwila","WA","Higher Learning Commission","3",0,3,4,3,8,"21",6539,1190,"29","11","6","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tigard","OR",NA,"3",0,3,4,3,8,"21",6363,1342,"22","0","6","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"El Paso","TX","Council on Occupational Education","1",0,1,1,2,6,"11",911,194,"-2","-2","-2","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Riverside","CA",NA,"1",0,1,2,3,8,"11",1676,642,"13","4","1","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Purchase","NY","Middle States Commission on Higher Education","3",0,4,4,2,2,"21",4815,1999,"-2","-2","-2","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ontario","CA","Accrediting Commission of Career Schools and Colleges","2",0,2,3,3,8,"12",1771,663,"23","11","6","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lincoln","RI","Accrediting Commission of Career Schools and Colleges","1",0,1,1,3,1,"21",5378,1769,"-2","-2","-2","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Quincy","IL","Higher Learning Commission","3",0,1,1,2,3,"33",3905,5564,"-2","-2","-2","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Kenner","LA","Higher Learning Commission","2",0,2,4,2,5,"21",674,5416,"23","5","6","0","1","0","0","0","0","0","0","0",NA,1363,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lexington","KY",NA,NA,0,1,2,3,5,"11",3090,4474,"-2","-2","-2","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Chula Vista","CA","Accrediting Bureau of Health Education Schools","1",0,1,2,3,8,"21",1075,571,"10","4","2","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Marietta","GA","Accrediting Commission of Career Schools and Colleges","1",0,2,2,3,5,"21",1611,4444,"7","4","1","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Southington","CT","Accrediting Council for Independent Colleges and Schools","1",0,1,1,3,1,"21",5140,1897,"-2","-2","-2","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Miami","FL","Accrediting Bureau of Health Education Schools","2",0,2,3,2,5,"13",181,3437,"14","7","6","0","0","0","0","0","1","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Myrtle Beach","SC",NA,"1",0,2,2,3,5,"13",1480,3093,"13","4","1","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Carolina","PR","Accrediting Bureau of Health Education Schools","1",0,1,2,2,9,"12",74,1445,"32","10","6","0","0","0","0","0","1","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Columbia","MD",NA,"3",0,3,4,3,2,"13",3548,2783,"29","0","6","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Phoenix","AZ",NA,"3",0,3,4,3,6,"11",1428,421,"20","5","6","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lewiston","ID","National Accrediting Commission of Career Arts and Sciences","1",0,1,1,3,7,"13",6454,554,"-2","-2","-2","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sunset Hills","MO",NA,"2",0,2,3,3,4,"21",3213,5452,"14","11","6","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Boulder","CO","Accrediting Commission for Acupuncture and Oriental Medicine","3",0,4,4,3,7,"12",4035,166,"26","0","18","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Orem","UT",NA,"1",0,1,1,3,7,"13",4178,300,"-2","-2","-2","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bayamon","PR",NA,"1",0,1,2,2,9,"21",104,1521,"13","4","1","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bloomington","MN",NA,"2",0,3,3,3,4,"13",6288,5777,"22","5","6","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Waterbury","CT","New England Commission on Higher Education","3",0,3,4,1,1,"22",5113,1916,"-2","-2","-2","0","0","0","0","0","0","0","0","0",NA,1561,54,60,33,42,44,37,85,64,69,12,12,13,13,9,12,NA,NA,10,13,11,NA,86
"Groton","CT","New England Commission on Higher Education","3",0,3,4,1,1,"22",4973,1816,"-2","-2","-2","0","0","0","0","0","0","0","0","0",NA,1518,66,60,52,46,50,40,97,83,76,8,11,9,11,7,11,NA,NA,8,10,10,NA,110
"Stamford","CT","New England Commission on Higher Education","3",0,3,4,1,1,"12",4819,1977,"-2","-2","-2","0","0","0","0","0","0","0","0","0",NA,1235,54,49,38,46,44,40,79,71,71,11,12,11,13,8,13,NA,NA,10,12,11,NA,85
"Warr Acres","OK",NA,"2",0,2,2,3,6,"21",2311,6462,"7","4","1","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Portland","OR","Northwest Commission on Colleges and Universities","3",0,3,3,2,8,"11",6396,1337,"26","11","6","0","0","0","0","0","0","0","0","0","52",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"McMinnville","OR","Northwest Commission on Colleges and Universities",NA,0,3,4,2,8,"32",6349,1380,"22","5","6","0","0","0","0","0","0","0","0","0","52",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"San Jose","CA","Western Association of Schools and Colleges Accrediting Commission for Community and Junior Colleges","1",0,1,2,3,8,"11",2823,1114,"10","3","2","0","0","0","0","0","0","0","0","0",NA,361,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Murray","UT","Accrediting Commission of Career Schools and Colleges","2",0,2,4,2,7,"21",4417,357,"20","10","6","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tucson","AZ","Accrediting Bureau of Health Education Schools","1",0,1,3,3,6,"11",953,262,"32","6","6","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lewisburg","PA","Accrediting Council for Independent Colleges and Schools","2",0,2,2,3,2,"32",4787,2801,"8","3","1","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pleasant Hill","CA","Western Association of Schools and Colleges Accrediting Commission for Community and Junior Colleges","1",0,1,2,3,8,"21",3062,1153,"10","3","1","0","0","0","0","0","0","0","0","0",NA,779,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Poughkeepsie","NY",NA,"1",0,1,1,3,2,"21",5199,2087,"-2","-2","-2",NA,NA,NA,NA,NA,"NU",NA,"0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Maitland","FL","Accrediting Commission of Career Schools and Colleges","1",0,1,1,3,5,"21",475,3676,"-2","-2","-2","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rancho Cucamonga","CA","Accrediting Commission of Career Schools and Colleges","1",0,1,1,3,8,"21",1796,665,"-2","-2","-2","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Atlanta","GA","Higher Learning Commission","3",0,3,4,3,5,"12",1650,4382,"19","5","9","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Springfield","MA",NA,"1",0,1,1,3,1,"12",5488,1838,"-2","-2","-2","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Little Rock","AR","Accrediting Commission of Career Schools and Colleges","1",0,2,2,2,5,"12",2006,5672,"13","4","1","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Evanston","IL","Accrediting Commission for Acupuncture and Oriental Medicine","1",0,1,4,3,3,"13",5426,4996,"26","5","6","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Seattle","WA",NA,"3",0,3,4,3,8,"11",6559,1250,"21","0","6","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Spokane","WA","Western Association of Schools and Colleges Accrediting Commission for Community and Junior Colleges","1",0,1,2,3,8,"13",6582,624,"10","4","1","0","0","0","0","0","0","0","0","0",NA,462,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Friendswood","TX",NA,"1",0,1,1,3,6,"11",554,6030,"-2","-2","-2","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lakewood","WA","Northwest Commission on Colleges and Universities","2",0,2,2,1,8,"21",6511,1212,"2","2","3","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Denver","CO","New England Commission on Higher Education","3",0,2,4,2,7,"11",3786,121,"22","10","11","0","0","0","0","0","0","0","0","0",NA,1291,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Beachwood","OH",NA,"3",0,3,4,3,3,"21",5050,3717,"29","0","6","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Shreveport","LA",NA,"1",0,1,1,3,5,"12",1015,5855,"-2","-2","-2","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lafayette","LA","Accrediting Commission of Career Schools and Colleges","1",0,1,1,3,5,"12",706,5612,"-2","-2","-2","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Kennesaw","GA","National Accrediting Commission of Career Arts and Sciences","1",0,1,1,3,5,"21",1700,4484,"-2","-2","-2","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pittsburgh","PA",NA,"1",0,1,2,3,2,"21",4291,3270,"10","4","1","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Baton Rouge","LA","Accrediting Commission of Career Schools and Colleges","1",0,2,2,2,5,"12",777,5529,"11","4","1","0","1","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Beaumont","TX",NA,"1",0,1,2,3,6,"12",694,5897,"13","4","1","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Laredo","TX",NA,"1",0,1,2,3,6,"11",376,6627,"9","4","1","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Arlington","VA",NA,"3",0,3,3,3,5,"12",3374,2851,"30","7","6","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Marlboro","VT","New England Commission on Higher Education","3",0,3,4,2,1,"42",5861,1883,"22","0","6","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Braintree","MA",NA,"3",0,3,4,3,1,"21",5514,1640,"29","0","6","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Milwaukee","WI",NA,"3",0,3,3,3,3,"11",6032,5108,"29","0","6","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Boise","ID",NA,"3",0,3,3,3,7,"12",6118,512,"22","0","6","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Avondale","AZ",NA,NA,0,1,1,1,6,"22",1363,438,"-2","-2","-2",NA,NA,NA,NA,NA,"NU",NA,"0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ellsworth Air Force Base","SD","Higher Learning Commission","2",0,3,3,3,4,"31",6199,51,"29","5","6","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Albuquerque","NM","Higher Learning Commission","2",0,3,3,3,6,"11",2196,217,"29","5","6","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brooklyn Center","MN",NA,"2",0,2,3,3,4,"21",6341,5813,"23","5","6","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"San Francisco","CA","Council on Occupational Education","1",0,1,1,3,8,"11",3000,1272,"-2","-2","-2","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bend","OR","Northwest Commission on Colleges and Universities","3",0,3,4,1,8,"13",6176,1077,"-2","-2","-2","0","0","0","0","0","0","0","0","0",NA,786,58,63,43,51,50,42,93,79,80,12,13,11,13,8,14,7,5,11,12,12,8,130
"Amarillo","TX","Council on Occupational Education","1",1,1,1,3,6,"12",2187,36,"-2","-2","-2","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Memphis","TN",NA,"2",0,2,2,3,5,"11",2120,5351,"7","4","2","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tulsa","OK",NA,"2",0,1,2,3,6,"11",2505,6149,"7","4","1","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Wichita","KS",NA,"2",0,1,2,3,4,"11",2975,6390,"10","0","1","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Baton Rouge","LA","Southern Association of Colleges and Schools Commission on Colleges","3",0,4,4,1,5,"12",823,5551,"31","0","18","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lowell","MA",NA,"1",0,1,1,3,1,"21",5768,1737,"-2","-2","-2",NA,NA,NA,NA,NA,"NU",NA,"0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Houston","TX",NA,"1",0,1,1,2,6,"11",599,6051,"-2","-2","-2","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
