"CITY","STABBR","ACCREDAGENCY","SCH_DEG","LOCALE","CCBASIC","CCUGPROF","CCSIZSET","HBCU","PBI","ANNHI","TRIBAL","AANAPII","HSI","NANTI","MENONLY","WOMENONLY","HCM2","PREDDEG","HIGHDEG","CONTROL","REGION","LATITUDE","LONGITUDE"
"Scottville","MI","Higher Learning Commission","2","42","5","1","2","0","0","0","0","0","0","0","0","0",0,2,2,1,3,6161,4747
"Kentwood","MI","National Accrediting Commission of Career Arts and Sciences","1","21","-2","-2","-2","0","0","0","0","0","0","0","0","0",0,1,1,3,3,5882,4618
"Kalamazoo","MI","Higher Learning Commission","3","13","16","13","16","0","0","0","0","0","0","0","0","0",0,3,4,1,3,5558,4622
"Holland","MI","Commission on Accrediting of the Association of Theological Schools","3","13","24","0","18","0","0","0","0","0","0","0","0","0",0,4,4,2,3,5841,4690
"Battle Creek","MI","National Accrediting Commission of Career Arts and Sciences","1","13","-2","-2","-2","0","0","0","0","0","0","0","0","0",0,1,1,3,3,5579,4569
"Bloomington","MN","Accrediting Commission of Career Schools and Colleges","1","13","28","7","6","0","0","0","0","0","0","0","0","0",0,1,3,3,4,6286,5812
"Alexandria","MN","Higher Learning Commission","2","33","9","2","2","0","0","0","0","0","0","0","0","0",0,2,2,1,4,6430,6065
"Minneapolis","MN","Accrediting Commission of Career Schools and Colleges","1","11","-2","-2","-2","0","0","0","0","0","0","0","0","0",0,1,1,2,4,6313,5784
"Anoka","MN","Higher Learning Commission","1","21","7","2","2","0","0","0","0","0","0","0","0","0",0,1,2,1,4,6353,5825
"Coon Rapids","MN","Higher Learning Commission","2","21","3","1","4","0","0","0","0","0","0","0","0","0",0,2,2,1,4,6348,5818
"Minneapolis","MN","Higher Learning Commission","3","11","18","13","13","0","0","0","0","0","0","0","0","0",0,3,4,2,4,6315,5783
"Austin","MN","Higher Learning Commission","1","32","3","2","2","0","0","0","0","0","0","0","0","0",0,1,2,1,4,6134,5736
"Bemidji","MN","Higher Learning Commission","1","33","9","1","2","0","0","0","0","0","0","0","0","0",0,1,2,1,4,6538,6005
"Bemidji","MN","Higher Learning Commission","3","33","20","9","13","0","0","0","0","0","0","0","0","0",0,3,4,1,4,6541,6008
"Mankato","MN","Higher Learning Commission","3","13","21","12","8","0","0","0","0","0","0","0","0","0",0,3,3,2,4,6201,5878
"Saint Paul","MN","Higher Learning Commission","3","21","17","13","14","0","0","0","0","0","0","0","0","0",0,3,4,2,4,6337,5754
"Brainerd","MN","Higher Learning Commission","2","33","6","2","3","0","0","0","0","0","0","0","0","0",0,2,2,1,4,6450,5905
"Northfield","MN","Higher Learning Commission","3","32","21","14","11","0","0","0","0","0","0","0","0","0",0,3,3,2,4,6229,5752
"Moorhead","MN","Higher Learning Commission","3","22","21","14","11","0","0","0","0","0","0","0","0","0",0,3,4,2,4,6492,6279
"Saint Paul","MN","Higher Learning Commission","3","11","18","5","12","0","0","0","0","0","0","0","0","0",0,3,4,2,4,6309,5753
"Rosemount","MN","Higher Learning Commission","1","41","7","2","2","0","0","0","0","0","0","0","0","0",0,1,2,1,4,6265,5742
"New Ulm","MN","Higher Learning Commission","3","32","32","12","8","0","0","0","0","0","0","0","0","0",0,3,4,2,4,6213,5934
"Duluth","MN","Higher Learning Commission","2","13","6","1","3","0","0","0","0","0","0","0","0","0",0,2,2,1,4,6482,5641
"Duluth","MN","National Accrediting Commission of Career Arts and Sciences","1","13","-2","-2","-2","0","0","0","0","0","0","0","0","0",0,1,1,3,4,6483,5634
"Fergus Falls","MN","Higher Learning Commission","2","33","8","1","3","0","0","0","0","0","0","0","0","0",0,2,2,1,4,6448,6199
"Granite Falls","MN","Higher Learning Commission","1","33","9","1","2","0","0","0","0","0","0","0","0","0",0,1,2,1,4,6276,6120
"Saint Peter","MN","Higher Learning Commission","3","31","21","12","11","0","0","0","0","0","0","0","0","0",0,3,3,2,4,6217,5877
"Saint Paul","MN","Higher Learning Commission","3","11","18","12","10","0","0","0","0","0","0","0","0","0",0,3,4,2,4,6314,5758
"Center City","MN","Higher Learning Commission","3","41","26","0","18","0","0","0","0","0","0","0","0","0",0,4,4,2,4,6359,5724
"Brooklyn Park","MN","Higher Learning Commission","1","21","7","1","3","0","0","0","0","0","0","0","0","0",0,1,2,1,4,6343,5821
"Hibbing","MN","Higher Learning Commission","2","33","8","2","2","0","0","0","0","0","0","0","0","0",0,2,2,1,4,6534,5730
"Minneapolis","MN","National Accrediting Commission of Career Arts and Sciences","1","11","-2","-2","-2","0","0","0","0","0","0","0","0","0",0,1,1,3,4,6329,5787
"Inver Grove Heights","MN","Higher Learning Commission","2","21","2","1","3","0","0","0","0","0","0","0","0","0",0,2,2,1,4,6279,5739
"Grand Rapids","MN","Higher Learning Commission","2","33","2","2","2","0","0","0","0","0","0","0","0","0",0,2,2,1,4,6517,5829
"Saint Paul","MN","Commission on Accrediting of the Association of Theological Schools","3","11","24","0","18","0","0","0","0","0","0","0","0","0",0,4,4,2,4,6327,5769
"Saint Paul","MN","Higher Learning Commission","3","11","21","14","11","0","0","0","0","0","0","0","0","0",0,3,3,2,4,6303,5760
"North Mankato","MN","Higher Learning Commission","2","13","5","2","2","0","0","0","0","0","0","0","0","0",0,2,2,1,4,6202,5882
"Mankato","MN","Higher Learning Commission","3","13","18","13","15","0","0","0","0","0","0","0","0","0",0,3,4,1,4,6200,5880
"Rochester","MN","Higher Learning Commission","1","12","25","0","18","0","0","0","0","0","0","0","0","0",0,4,4,2,4,6168,5698
"Virginia","MN","Higher Learning Commission","1","33","6","2","2","0","0","0","0","0","0","0","0","0",0,1,2,1,4,6548,5706
"Saint Paul","MN","Higher Learning Commission","3","11","17","5","12","0","0","0","0","1","0","0","0","0",0,3,4,1,4,6312,5741
"Minneapolis","MN","Higher Learning Commission","3","11","15","15","15","0","0","0","0","1","0","0","0","0",0,3,4,1,4,6320,5779
"Crookston","MN","Higher Learning Commission","3","32","22","9","10","0","0","0","0","0","0","0","0","0",0,3,3,1,4,6598,6231
"Roseville","MN","Accrediting Commission of Career Schools and Colleges","1","21","7","4","1","0","0","0","0","0","0","0","0","0",0,1,2,3,4,6330,5761
"Minneapolis","MN","Higher Learning Commission","3","11","30","13","7","0","0","0","0","0","0","0","0","0",0,3,4,2,4,6311,5800
"Minneapolis","MN","Higher Learning Commission","2","11","4","1","3","0","0","0","0","0","0","0","0","0",0,2,2,1,4,6318,5804
"WOODBURY","MN","National Accrediting Commission of Career Arts and Sciences","1","21","-2","-2","-2","0","0","0","0","0","0","0","0","0",0,1,1,3,4,6298,5734
"Duluth","MN","Higher Learning Commission","3","13","19","14","16","0","0","0","0","0","0","0","0","0",0,3,4,1,4,6486,5630
"Morris","MN","Higher Learning Commission","3","33","21","15","11","0","0","0","0","0","0","1","0","0",0,3,3,1,4,6410,6159
"Saint Cloud","MN","National Accrediting Commission of Career Arts and Sciences","1","13","-2","-2","-2","0","0","0","0","0","0","0","0","0",0,1,1,3,4,6403,5895
"Moorhead","MN","Higher Learning Commission","3","22","19","13","13","0","0","0","0","0","0","0","0","0",0,3,4,1,4,6493,6276
"Brooklyn Park","MN","Higher Learning Commission","2","21","2","1","3","0","0","0","0","1","0","0","0","0",0,2,2,1,4,6344,5820
"Bloomington","MN","Higher Learning Commission","2","13","2","2","4","0","0","0","0","0","0","0","0","0",0,2,2,1,4,6281,5816
"Minneapolis","MN","Higher Learning Commission","3","11","22","11","8","0","0","0","0","0","0","0","0","0",0,3,4,2,4,6316,5790
"Thief River Falls","MN","Higher Learning Commission","1","33","8","1","2","0","0","0","0","0","0","0","0","0",0,1,2,1,4,6612,6201
"Saint Paul","MN","Higher Learning Commission","3","21","19","13","11","0","0","0","0","0","0","0","0","0",0,3,4,2,4,6333,5759
"Bloomington","MN","Higher Learning Commission","3","13","26","7","6","0","0","0","0","0","0","0","0","0",0,3,4,2,4,6283,5814
"Bemidji","MN","Association for Bibical Higher Educaiton","3","33","24","11","8","0","0","0","0","0","0","0","0","0",0,3,3,2,4,6535,6011
"Pine City","MN","Higher Learning Commission","1","33","9","1","2","0","0","0","0","0","0","0","0","0",0,1,2,1,4,6429,5732
"International Falls","MN","Higher Learning Commission","2","33","3","3","1","0","0","0","0","0","0","0","0","0",0,2,2,1,4,6624,5827
"Rochester","MN","Higher Learning Commission","2","12","4","2","3","0","0","0","0","0","0","0","0","0",0,2,2,1,4,6165,5680
"Saint Joseph","MN","Higher Learning Commission","3","22","21","14","11","0","0","0","0","0","0","0","0","1",0,3,3,2,4,6404,5911
"Saint Cloud","MN","Higher Learning Commission","2","13","4","2","3","0","0","0","0","0","0","0","0","0",0,2,2,1,4,6408,5901
"Saint Cloud","MN","Higher Learning Commission","3","13","18","11","15","0","0","0","0","0","0","0","0","0",0,3,4,1,4,6402,5892
"Collegeville","MN","Higher Learning Commission","3","41","21","14","11","0","0","0","0","0","0","0","1","0",0,3,4,2,4,6409,5926
"Winona","MN","Higher Learning Commission","3","32","18","9","13","0","0","0","0","0","0","0","0","0",0,3,4,2,4,6177,5584
"Northfield","MN","Higher Learning Commission","3","32","21","14","14","0","0","0","0","0","0","0","0","0",0,3,3,2,4,6228,5764
"Saint Bonifacius","MN","Higher Learning Commission","3","41","20","7","10","0","0","0","0","0","0","0","0","0",0,3,4,2,4,6292,5861
"Duluth","MN","Higher Learning Commission","3","13","17","13","13","0","0","0","0","0","0","0","0","0",0,3,4,2,4,6485,5637
"Saint Paul","MN","Higher Learning Commission","3","11","17","14","13","0","0","0","0","0","0","0","0","0",0,3,4,2,4,6307,5766
"Saint Paul","MN","Higher Learning Commission","3","11","17","9","13","0","0","0","0","1","0","0","0","1",0,3,4,2,4,6299,5765
"St. Cloud","MN","Higher Learning Commission","2","13","23","5","9","0","0","0","0","0","0","0","0","0",0,2,3,3,4,6401,5904
"Saint Paul","MN","Higher Learning Commission","1","11","5","1","3","0","0","0","0","1","0","0","0","0",0,1,2,1,4,6308,5745
"Marshall","MN","Higher Learning Commission","3","33","19","9","13","0","0","0","0","0","0","0","0","0",0,3,4,1,4,6226,6144
"Minneapolis","MN","Council on Occupational Education","1","11","-2","-2","-2","0","0","0","0","0","0","0","0","0",0,1,1,2,4,6326,5810
"Ely","MN","Higher Learning Commission","2","33","2","3","2","0","0","0","0","0","0","0","0","0",0,2,2,1,4,6601,5599
"Minneapolis","MN","Higher Learning Commission","2","11","23","13","9","0","0","0","0","0","0","0","0","0",0,2,3,2,4,6319,5809
"Willmar","MN","Higher Learning Commission","2","33","8","2","3","0","0","0","0","0","0","0","0","0",0,2,2,1,4,6346,6019
"Winona","MN","Higher Learning Commission","1","32","8","2","2","0","0","0","0","0","0","0","0","0",0,1,2,1,4,6172,5577
"Winona","MN","Higher Learning Commission","3","32","20","13","13","0","0","0","0","0","0","0","0","0",0,3,4,1,4,6179,5579
"Saint Paul","MN","American Bar Association","3","11","31","0","18","0","0","0","0","0","0","0","0","0",0,4,4,2,4,6306,5751
"White Bear Lake","MN","Higher Learning Commission","2","21","4","2","4","0","0","0","0","1","0","0","0","0",0,2,2,1,4,6335,5735
"Alcorn State","MS","Southern Association of Colleges and Schools Commission on Colleges","3","43","19","10","14","1","0","0","0","0","0","0","0","0",0,3,4,1,5,928,5544
"Jackson","MS","Southern Association of Colleges and Schools Commission on Colleges","3","12","18","5","10","0","1","0","0","0","0","0","0","0",0,3,4,2,5,979,5395
"Blue Mountain","MS","Southern Association of Colleges and Schools Commission on Colleges","3","42","22","13","8","0","0","0","0","0","0","0","0","0",0,3,4,2,5,1992,5238
"Gulfport","MS","National Accrediting Commission of Career Arts and Sciences","1","13","-2","-2","-2","0","0","0","0","0","0","0","0","0",1,1,1,3,5,770,5244
"Clarksdale","MS","Southern Association of Colleges and Schools Commission on Colleges","2","41","7","3","2","1","0","0","0","0","0","0","0","0",0,2,2,1,5,1919,5485
"Wesson","MS","Southern Association of Colleges and Schools Commission on Colleges","2","42","1","3","3","0","0","0","0","0","0","0","0","0",0,2,2,1,5,909,5447
"Greenville","MS","National Accrediting Commission of Career Arts and Sciences","1","33","-2","-2","-2","0","0","0","0","0","0","0","0","0",0,1,1,3,5,1319,5527
"Cleveland","MS","Southern Association of Colleges and Schools Commission on Colleges","3","33","18","11","10","0","0","0","0","0","0","0","0","0",0,3,4,1,5,1496,5506
"Decatur","MS","Southern Association of Colleges and Schools Commission on Colleges","2","42","4","3","3","0","0","0","0","0","0","0","0","0",0,2,2,1,5,1024,5247
"Scooba","MS","Southern Association of Colleges and Schools Commission on Colleges","2","43","5","3","3","0","1","0","0","0","0","0","0","0",0,2,2,1,5,1187,5182
"Ripley","MS","National Accrediting Commission of Career Arts and Sciences","1","41","-2","-2","-2","0","0","0","0","0","0","0","0","0",0,1,1,3,5,2031,5221
"Raymond","MS","Southern Association of Colleges and Schools Commission on Colleges","1","31","7","2","4","0","1","0","0","0","0","0","0","0",0,1,2,1,5,969,5451
"Goodman","MS","Southern Association of Colleges and Schools Commission on Colleges","2","42","8","3","3","0","1","0","0","0","0","0","0","0",0,2,2,1,5,1250,5329
"Fulton","MS","Southern Association of Colleges and Schools Commission on Colleges","2","33","1","3","3","0","0","0","0","0","0","0","0","0",0,2,2,1,5,1926,5172
"Jackson","MS","Southern Association of Colleges and Schools Commission on Colleges","3","12","16","11","13","1","0","0","0","0","0","0","0","0",0,3,4,1,5,975,5405
"Ellisville","MS","Southern Association of Colleges and Schools Commission on Colleges","2","32","4","3","3","0","0","0","0","0","0","0","0","0",0,2,2,1,5,905,5254
"Meridian","MS","Southern Association of Colleges and Schools Commission on Colleges","2","33","7","3","3","0","1","0","0","0","0","0","0","0",0,2,2,1,5,994,5199
"Jackson","MS","Southern Association of Colleges and Schools Commission on Colleges","3","12","21","14","8","0","0","0","0","0","0","0","0","0",0,3,4,2,5,980,5399
"Moorhead","MS","Southern Association of Colleges and Schools Commission on Colleges","2","33","4","3","2","0","1","0","0","0","0","0","0","0",0,2,2,1,5,1341,5473
"University","MS","Southern Association of Colleges and Schools Commission on Colleges","3","33","15","15","16","0","0","0","0","0","0","0","0","0",0,3,4,1,5,1943,5283
"Columbus","MS","Southern Association of Colleges and Schools Commission on Colleges","3","33","19","13","10","0","0","0","0","0","0","0","0","0",0,3,4,1,5,1368,5174
"Itta Bena","MS","Southern Association of Colleges and Schools Commission on Colleges","3","33","20","11","11","1","0","0","0","0","0","0","0","0",0,3,4,1,5,1378,5435
"Clinton","MS","Southern Association of Colleges and Schools Commission on Colleges","3","21","17","15","14","0","0","0","0","0","0","0","0","0",0,3,4,2,5,983,5434
"Laurel","MS","National Accrediting Commission of Career Arts and Sciences","1","32","-2","-2","-2","0","0","0","0","0","0","0","0","0",0,1,1,3,5,910,5249
"Perkinston","MS","Southern Association of Colleges and Schools Commission on Colleges","2","42","4","3","4","0","0","0","0","0","0","0","0","0",0,2,2,1,5,851,5250
"Mississippi State","MS","Southern Association of Colleges and Schools Commission on Colleges","3","33","15","13","16","0","0","0","0","0","0","0","0","0",0,3,4,1,5,1348,5207
"Booneville","MS","Southern Association of Colleges and Schools Commission on Colleges","2","33","4","3","3","0","0","0","0","0","0","0","0","0",0,2,2,1,5,1990,5190
"Senatobia","MS","Southern Association of Colleges and Schools Commission on Colleges","2","32","4","3","4","0","0","0","0","0","0","0","0","0",0,2,2,1,5,1984,5339
"Poplarville","MS","Southern Association of Colleges and Schools Commission on Colleges","2","43","5","3","3","0","0","0","0","0","0","0","0","0",0,2,2,1,5,855,5284
"Holly Springs","MS","Southern Association of Colleges and Schools Commission on Colleges","3","32","21","14","8","1","0","0","0","0","0","0","0","0",0,3,3,2,5,2042,5276
"Laurel","MS","Association for Bibical Higher Educaiton","2","32","24","5","6","0","1","0","0","0","0","0","0","0",0,2,3,2,5,915,5251
"Summit","MS","Southern Association of Colleges and Schools Commission on Colleges","2","33","4","3","2","0","1","0","0","0","0","0","0","0",0,2,2,1,5,879,5458
"Hattiesburg","MS","Southern Association of Colleges and Schools Commission on Colleges","3","13","15","13","16","0","0","0","0","0","0","0","0","0",0,3,4,1,5,888,5263
"Jackson","MS","National Accrediting Commission of Career Arts and Sciences","1","12","-2","-2","-2","0","0","0","0","0","0","0","0","0",0,1,1,3,5,991,5390
"Tougaloo","MS","Southern Association of Colleges and Schools Commission on Colleges","3","12","21","11","8","1","0","0","0","0","0","0","0","0",0,3,4,2,5,1008,5392
"Jackson","MS","Commission on Accrediting of the Association of Theological Schools","3","12","24","0","18","0","0","0","0","0","0","0","0","0",0,4,4,2,5,990,5391
"Hattiesburg","MS","Southern Association of Colleges and Schools Commission on Colleges","3","13","17","9","13","0","0","0","0","0","0","0","0","0",0,3,4,2,5,881,5259
